"","Familysur","Title","PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","TicketFreq","FareAdj","FamilySize","FP","wc","FA","Surname","GroupId","Color","GroupFreq","TicketId","FS","group"
"629",0,"man",629,0,3,"Bostandyeff, Mr. Guentcho","male",26,0,0,"349224",7.8958,"","S",1,7.8958,1,108.8958,0,26,"Bostandyeff","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"630",0,"man",630,0,3,"O'Connell, Mr. Patrick D","male",30.1516245487365,0,0,"334912",7.7333,"","Q",1,7.7333,1,108.7333,0,30.1516245487365,"O'Connell","noGroup",0,782,"3-33491X-7.7333-Q",0.5,0
"631",1,"man",631,1,1,"Barkworth, Mr. Algernon Henry Wilson","male",80,0,0,"27042",30,"A23","S",1,30,1,331,0,80,"Barkworth","noGroup",1,782,"1-2704X-30-S",0.5,0
"632",0,"man",632,0,3,"Lundahl, Mr. Johan Svensson","male",51,0,0,"347743",7.0542,"","S",1,7.0542,1,108.0542,0,51,"Lundahl","noGroup",0,782,"3-34774X-7.0542-S",0.5,0
"633",1,"man",633,1,1,"Stahelin-Maeglin, Dr. Max","male",32,0,0,"13214",30.5,"B50","C",1,30.5,1,331.5,0,32,"Stahelin-Maeglin","noGroup",1,782,"1-1321X-30.5-C",0.5,0
"634",0,"man",634,0,1,"Parr, Mr. William Henry Marsh","male",42.0173267326733,0,0,"112052",0,"","S",1,0,1,301,0,42.0173267326733,"Parr","noGroup",0,782,"1-11205X-0-S",0.5,0
"635",0,"woman",635,0,3,"Skoog, Miss. Mabel","female",9,3,2,"347088",27.9,"","S",6,4.65,6,105.65,1,-9,"Skoog","Skoog-3-34708X-27.9-S",0,5,"3-34708X-27.9-S",0,1
"636",1,"woman",636,1,2,"Davis, Miss. Mary","female",28,0,0,"237668",13,"","S",1,13,1,214,2,28,"Davis","noGroup",1,1,"2-23766X-13-S",0.5,2
"637",0,"man",637,0,3,"Leinonen, Mr. Antti Gustaf","male",32,0,0,"STON/O 2. 3101292",7.925,"","S",1,7.925,1,108.925,0,32,"Leinonen","noGroup",0,782,"3-STON/O 2. 310129X-7.925-S",0.5,0
"638",1,"man",638,0,2,"Collyer, Mr. Harvey","male",31,1,1,"C.A. 31921",26.25,"","S",3,8.75,3,209.75,0,31,"Collyer","noGroup",0,782,"2-C.A. 3192X-26.25-S",0.5,0
"639",0,"woman",639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)","female",41,0,5,"3101295",39.6875,"","S",7,5.66964285714286,6,106.669642857143,2,41,"Panula","Panula-3-310129X-39.6875-S",0,4,"3-310129X-39.6875-S",0,1
"640",0,"man",640,0,3,"Thorneycroft, Mr. Percival","male",30.1516245487365,1,0,"376564",16.1,"","S",2,8.05,2,109.05,0,30.1516245487365,"Thorneycroft","noGroup",0,782,"3-37656X-16.1-S",0.5,0
"641",0,"man",641,0,3,"Jensen, Mr. Hans Peder","male",20,0,0,"350050",7.8542,"","S",1,7.8542,1,108.8542,0,20,"Jensen","noGroup",0,782,"3-35005X-7.8542-S",0.5,0
"642",1,"woman",642,1,1,"Sagesser, Mlle. Emma","female",24,0,0,"PC 17477",69.3,"B35","C",2,34.65,1,335.65,2,24,"Sagesser","noGroup",1,1,"1-PC 1747X-69.3-C",0.5,2
"643",0,"woman",643,0,3,"Skoog, Miss. Margit Elizabeth","female",2,3,2,"347088",27.9,"","S",6,4.65,6,105.65,1,-2,"Skoog","Skoog-3-34708X-27.9-S",0,5,"3-34708X-27.9-S",0,1
"644",1,"man",644,1,3,"Foo, Mr. Choong","male",30.1516245487365,0,0,"1601",56.4958,"","S",8,7.061975,1,108.061975,0,30.1516245487365,"Foo","noGroup",1,782,"3-160X-56.4958-S",0.5,0
"645",1,"woman",645,1,3,"Baclini, Miss. Eugenie","female",0.75,2,1,"2666",19.2583,"","C",4,4.814575,4,105.814575,1,-0.75,"Baclini","Baclini-3-266X-19.2583-C",1,4,"3-266X-19.2583-C",1,1
"646",1,"man",646,1,1,"Harper, Mr. Henry Sleeper","male",48,1,0,"PC 17572",76.7292,"D33","C",3,25.5764,2,326.5764,0,48,"Harper","noGroup",1,782,"1-PC 1757X-76.7292-C",0.5,0
"647",0,"man",647,0,3,"Cor, Mr. Liudevit","male",19,0,0,"349231",7.8958,"","S",1,7.8958,1,108.8958,0,19,"Cor","noGroup",0,782,"3-34923X-7.8958-S",0.5,0
"648",1,"man",648,1,1,"Simonius-Blumer, Col. Oberst Alfons","male",56,0,0,"13213",35.5,"A26","C",1,35.5,1,336.5,0,56,"Simonius-Blumer","noGroup",1,782,"1-1321X-35.5-C",0.5,0
"649",0,"man",649,0,3,"Willey, Mr. Edward","male",30.1516245487365,0,0,"S.O./P.P. 751",7.55,"","S",1,7.55,1,108.55,0,30.1516245487365,"Willey","noGroup",0,782,"3-S.O./P.P. 75X-7.55-S",0.5,0
"650",1,"woman",650,1,3,"Stanley, Miss. Amy Zillah Elsie","female",23,0,0,"CA. 2314",7.55,"","S",1,7.55,1,108.55,2,23,"Stanley","noGroup",1,1,"3-CA. 231X-7.55-S",0.5,2
"651",0,"man",651,0,3,"Mitkoff, Mr. Mito","male",30.1516245487365,0,0,"349221",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Mitkoff","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"652",1,"woman",652,1,2,"Doling, Miss. Elsie","female",18,0,1,"231919",23,"","S",2,11.5,2,212.5,2,18,"Doling","Doling-2-23191X-23-S",1,2,"2-23191X-23-S",1,1
"653",0,"man",653,0,3,"Kalvik, Mr. Johannes Halvorsen","male",21,0,0,"8475",8.4333,"","S",1,8.4333,1,109.4333,0,21,"Kalvik","noGroup",0,782,"3-847X-8.4333-S",0.5,0
"654",1,"woman",654,1,3,"O'Leary, Miss. Hanora ""Norah""","female",24.063829787234,0,0,"330919",7.8292,"","Q",1,7.8292,1,108.8292,2,24.063829787234,"O'Leary","noGroup",1,1,"3-33091X-7.8292-Q",0.5,2
"655",0,"woman",655,0,3,"Hegarty, Miss. Hanora ""Nora""","female",18,0,0,"365226",6.75,"","Q",1,6.75,1,107.75,2,18,"Hegarty","noGroup",0,1,"3-36522X-6.75-Q",0.5,2
"656",0,"man",656,0,2,"Hickman, Mr. Leonard Mark","male",24,2,0,"S.O.C. 14879",73.5,"","S",7,10.5,3,211.5,0,24,"Hickman","noGroup",0,782,"2-S.O.C. 1487X-73.5-S",0.5,0
"657",0,"man",657,0,3,"Radeff, Mr. Alexander","male",30.1516245487365,0,0,"349223",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Radeff","noGroup",0,782,"3-34922X-7.8958-S",0.5,0
"658",0,"woman",658,0,3,"Bourke, Mrs. John (Catherine)","female",32,1,1,"364849",15.5,"","Q",2,7.75,3,108.75,2,32,"Bourke","noGroup",0,1,"3-36484X-15.5-Q",0.5,2
"659",0,"man",659,0,2,"Eitemiller, Mr. George Floyd","male",23,0,0,"29751",13,"","S",1,13,1,214,0,23,"Eitemiller","noGroup",0,782,"2-2975X-13-S",0.5,0
"660",1,"man",660,0,1,"Newell, Mr. Arthur Webster","male",58,0,2,"35273",113.275,"D48","C",3,37.7583333333333,3,338.758333333333,0,58,"Newell","noGroup",0,782,"1-3527X-113.275-C",0.5,0
"661",1,"man",661,1,1,"Frauenthal, Dr. Henry William","male",50,2,0,"PC 17611",133.65,"","S",2,66.825,3,367.825,0,50,"Frauenthal","noGroup",1,782,"1-PC 1761X-133.65-S",0.5,0
"662",0,"man",662,0,3,"Badt, Mr. Mohamed","male",40,0,0,"2623",7.225,"","C",1,7.225,1,108.225,0,40,"Badt","noGroup",0,782,"3-262X-7.225-C",0.5,0
"663",0,"man",663,0,1,"Colley, Mr. Edward Pomeroy","male",47,0,0,"5727",25.5875,"E58","S",1,25.5875,1,326.5875,0,47,"Colley","noGroup",0,782,"1-572X-25.5875-S",0.5,0
"664",0,"man",664,0,3,"Coleff, Mr. Peju","male",36,0,0,"349210",7.4958,"","S",1,7.4958,1,108.4958,0,36,"Coleff","noGroup",0,782,"3-34921X-7.4958-S",0.5,0
"665",1,"man",665,1,3,"Lindqvist, Mr. Eino William","male",20,1,0,"STON/O 2. 3101285",7.925,"","S",1,7.925,2,108.925,0,20,"Lindqvist","noGroup",1,782,"3-STON/O 2. 310128X-7.925-S",0.5,0
"666",0,"man",666,0,2,"Hickman, Mr. Lewis","male",32,2,0,"S.O.C. 14879",73.5,"","S",7,10.5,3,211.5,0,32,"Hickman","noGroup",0,782,"2-S.O.C. 1487X-73.5-S",0.5,0
"667",0,"man",667,0,2,"Butler, Mr. Reginald Fenton","male",25,0,0,"234686",13,"","S",1,13,1,214,0,25,"Butler","noGroup",0,782,"2-23468X-13-S",0.5,0
"668",0,"man",668,0,3,"Rommetvedt, Mr. Knud Paust","male",30.1516245487365,0,0,"312993",7.775,"","S",1,7.775,1,108.775,0,30.1516245487365,"Rommetvedt","noGroup",0,782,"3-31299X-7.775-S",0.5,0
"669",0,"man",669,0,3,"Cook, Mr. Jacob","male",43,0,0,"A/5 3536",8.05,"","S",1,8.05,1,109.05,0,43,"Cook","noGroup",0,782,"3-A/5 353X-8.05-S",0.5,0
"670",1,"woman",670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",42.0173267326733,1,0,"19996",52,"C126","S",2,26,2,327,2,42.0173267326733,"Taylor","noGroup",1,1,"1-1999X-52-S",0.5,2
"671",0,"woman",671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",40,1,1,"29750",39,"","S",3,13,3,214,2,40,"Brown","Brown-2-2975X-39-S",1,2,"2-2975X-39-S",1,1
"672",0,"man",672,0,1,"Davidson, Mr. Thornton","male",31,1,0,"F.C. 12750",52,"B71","S",2,26,2,327,0,31,"Davidson","noGroup",0,782,"1-F.C. 1275X-52-S",0.5,0
"673",0,"man",673,0,2,"Mitchell, Mr. Henry Michael","male",70,0,0,"C.A. 24580",10.5,"","S",1,10.5,1,211.5,0,70,"Mitchell","noGroup",0,782,"2-C.A. 2458X-10.5-S",0.5,0
"674",1,"man",674,1,2,"Wilhelms, Mr. Charles","male",31,0,0,"244270",13,"","S",1,13,1,214,0,31,"Wilhelms","noGroup",1,782,"2-24427X-13-S",0.5,0
"675",0,"man",675,0,2,"Watson, Mr. Ennis Hastings","male",30.1516245487365,0,0,"239856",0,"","S",1,0,1,201,0,30.1516245487365,"Watson","noGroup",0,782,"2-23985X-0-S",0.5,0
"676",0,"man",676,0,3,"Edvardsson, Mr. Gustaf Hjalmar","male",18,0,0,"349912",7.775,"","S",1,7.775,1,108.775,0,18,"Edvardsson","noGroup",0,782,"3-34991X-7.775-S",0.5,0
"677",0,"man",677,0,3,"Sawyer, Mr. Frederick Charles","male",24.5,0,0,"342826",8.05,"","S",1,8.05,1,109.05,0,24.5,"Sawyer","noGroup",0,782,"3-34282X-8.05-S",0.5,0
"678",1,"woman",678,1,3,"Turja, Miss. Anna Sofia","female",18,0,0,"4138",9.8417,"","S",1,9.8417,1,110.8417,2,18,"Turja","noGroup",1,1,"3-413X-9.8417-S",0.5,2
"679",0,"woman",679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)","female",43,1,6,"CA 2144",46.9,"","S",8,5.8625,8,106.8625,2,43,"Goodwin","Goodwin-3-CA 214X-46.9-S",0,6,"3-CA 214X-46.9-S",0,1
"680",1,"man",680,1,1,"Cardeza, Mr. Thomas Drake Martinez","male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C",4,128.0823,2,429.0823,0,36,"Cardeza","noGroup",1,782,"1-PC 1775X-512.3292-C",0.5,0
"681",0,"woman",681,0,3,"Peters, Miss. Katie","female",24.063829787234,0,0,"330935",8.1375,"","Q",1,8.1375,1,109.1375,2,24.063829787234,"Peters","noGroup",0,1,"3-33093X-8.1375-Q",0.5,2
"682",1,"man",682,1,1,"Hassab, Mr. Hammad","male",27,0,0,"PC 17572",76.7292,"D49","C",3,25.5764,1,326.5764,0,27,"Hassab","noGroup",1,782,"1-PC 1757X-76.7292-C",0.5,0
"683",0,"man",683,0,3,"Olsvigen, Mr. Thor Anderson","male",20,0,0,"6563",9.225,"","S",1,9.225,1,110.225,0,20,"Olsvigen","noGroup",0,782,"3-656X-9.225-S",0.5,0
"684",0,"man",684,0,3,"Goodwin, Mr. Charles Edward","male",14,5,2,"CA 2144",46.9,"","S",8,5.8625,8,106.8625,1,-14,"Goodwin","noGroup",0,782,"3-CA 214X-46.9-S",0.5,0
"685",0,"man",685,0,2,"Brown, Mr. Thomas William Solomon","male",60,1,1,"29750",39,"","S",3,13,3,214,0,60,"Brown","noGroup",0,782,"2-2975X-39-S",0.5,0
"686",1,"man",686,0,2,"Laroche, Mr. Joseph Philippe Lemercier","male",25,1,2,"SC/Paris 2123",41.5792,"","C",4,10.3948,4,211.3948,0,25,"Laroche","noGroup",0,782,"2-SC/Paris 212X-41.5792-C",0.5,0
"687",0,"man",687,0,3,"Panula, Mr. Jaako Arnold","male",14,4,1,"3101295",39.6875,"","S",7,5.66964285714286,6,106.669642857143,1,-14,"Panula","noGroup",0,782,"3-310129X-39.6875-S",0.5,0
"688",0,"man",688,0,3,"Dakic, Mr. Branko","male",19,0,0,"349228",10.1708,"","S",1,10.1708,1,111.1708,0,19,"Dakic","noGroup",0,782,"3-34922X-10.1708-S",0.5,0
"689",0,"man",689,0,3,"Fischer, Mr. Eberhard Thelander","male",18,0,0,"350036",7.7958,"","S",1,7.7958,1,108.7958,0,18,"Fischer","noGroup",0,782,"3-35003X-7.7958-S",0.5,0
"690",1,"woman",690,1,1,"Madill, Miss. Georgette Alexandra","female",15,0,1,"24160",211.3375,"B5","S",4,52.834375,2,353.834375,1,-15,"Madill","noGroup",1,1,"1-2416X-211.3375-S",0.5,2
"691",1,"man",691,1,1,"Dick, Mr. Albert Adrian","male",31,1,0,"17474",57,"B20","S",2,28.5,2,329.5,0,31,"Dick","noGroup",1,782,"1-1747X-57-S",0.5,0
"692",1,"woman",692,1,3,"Karun, Miss. Manca","female",4,0,1,"349256",13.4167,"","C",2,6.70835,2,107.70835,1,-4,"Karun","noGroup",1,1,"3-34925X-13.4167-C",0.5,2
"693",1,"man",693,1,3,"Lam, Mr. Ali","male",30.1516245487365,0,0,"1601",56.4958,"","S",8,7.061975,1,108.061975,0,30.1516245487365,"Lam","noGroup",1,782,"3-160X-56.4958-S",0.5,0
"694",0,"man",694,0,3,"Saad, Mr. Khalil","male",25,0,0,"2672",7.225,"","C",1,7.225,1,108.225,0,25,"Saad","noGroup",0,782,"3-267X-7.225-C",0.5,0
"695",0,"man",695,0,1,"Weir, Col. John","male",60,0,0,"113800",26.55,"","S",1,26.55,1,327.55,0,60,"Weir","noGroup",0,782,"1-11380X-26.55-S",0.5,0
"696",0,"man",696,0,2,"Chapman, Mr. Charles Henry","male",52,0,0,"248731",13.5,"","S",1,13.5,1,214.5,0,52,"Chapman","noGroup",0,782,"2-24873X-13.5-S",0.5,0
"697",0,"man",697,0,3,"Kelly, Mr. James","male",44,0,0,"363592",8.05,"","S",1,8.05,1,109.05,0,44,"Kelly","noGroup",0,782,"3-36359X-8.05-S",0.5,0
"698",1,"woman",698,1,3,"Mullens, Miss. Katherine ""Katie""","female",24.063829787234,0,0,"35852",7.7333,"","Q",1,7.7333,1,108.7333,2,24.063829787234,"Mullens","noGroup",1,1,"3-3585X-7.7333-Q",0.5,2
"699",1,"man",699,0,1,"Thayer, Mr. John Borland","male",49,1,1,"17421",110.8833,"C68","C",4,27.720825,3,328.720825,0,49,"Thayer","noGroup",0,782,"1-1742X-110.8833-C",0.5,0
"700",0,"man",700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen","male",42,0,0,"348121",7.65,"F G63","S",1,7.65,1,108.65,0,42,"Humblen","noGroup",0,782,"3-34812X-7.65-S",0.5,0
"701",1,"woman",701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",18,1,0,"PC 17757",227.525,"C62 C64","C",5,45.505,2,346.505,2,18,"Astor","noGroup",1,1,"1-PC 1775X-227.525-C",0.5,2
"702",1,"man",702,1,1,"Silverthorne, Mr. Spencer Victor","male",35,0,0,"PC 17475",26.2875,"E24","S",1,26.2875,1,327.2875,0,35,"Silverthorne","noGroup",1,782,"1-PC 1747X-26.2875-S",0.5,0
"703",0,"woman",703,0,3,"Barbara, Miss. Saiide","female",18,0,1,"2691",14.4542,"","C",2,7.2271,2,108.2271,2,18,"Barbara","Barbara-3-269X-14.4542-C",0,2,"3-269X-14.4542-C",0,1
"704",0,"man",704,0,3,"Gallagher, Mr. Martin","male",25,0,0,"36864",7.7417,"","Q",1,7.7417,1,108.7417,0,25,"Gallagher","noGroup",0,782,"3-3686X-7.7417-Q",0.5,0
"705",0,"man",705,0,3,"Hansen, Mr. Henrik Juul","male",26,1,0,"350025",7.8542,"","S",1,7.8542,2,108.8542,0,26,"Hansen","noGroup",0,782,"3-35002X-7.8542-S",0.5,0
"706",0,"man",706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male",39,0,0,"250655",26,"","S",2,13,1,214,0,39,"Morley","noGroup",0,782,"2-25065X-26-S",0.5,0
"707",1,"woman",707,1,2,"Kelly, Mrs. Florence ""Fannie""","female",45,0,0,"223596",13.5,"","S",1,13.5,1,214.5,2,45,"Kelly","noGroup",1,1,"2-22359X-13.5-S",0.5,2
"708",1,"man",708,1,1,"Calderhead, Mr. Edward Pennington","male",42,0,0,"PC 17476",26.2875,"E24","S",1,26.2875,1,327.2875,0,42,"Calderhead","noGroup",1,782,"1-PC 1747X-26.2875-S",0.5,0
"709",0,"woman",709,1,1,"Cleaver, Miss. Alice","female",22,0,0,"113781",151.55,"","S",6,25.2583333333333,1,326.258333333333,2,22,"Cleaver","Allison-1-11378X-151.55-S",2,1,"1-11378X-151.55-S",0.5,1
"710",1,"boy",710,1,3,"Moubarek, Master. Halim Gonios (""William George"")","male",7.72877358490566,1,1,"2661",15.2458,"","C",3,5.08193333333333,3,106.081933333333,1,-7.72877358490566,"Moubarek","Moubarek-3-266X-15.2458-C",1,3,"3-266X-15.2458-C",1,1
"711",1,"woman",711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","female",24,0,0,"PC 17482",49.5042,"C90","C",1,49.5042,1,350.5042,2,24,"Mayne","noGroup",1,1,"1-PC 1748X-49.5042-C",0.5,2
"712",0,"man",712,0,1,"Klaber, Mr. Herman","male",42.0173267326733,0,0,"113028",26.55,"C124","S",1,26.55,1,327.55,0,42.0173267326733,"Klaber","noGroup",0,782,"1-11302X-26.55-S",0.5,0
"713",1,"man",713,1,1,"Taylor, Mr. Elmer Zebley","male",48,1,0,"19996",52,"C126","S",2,26,2,327,0,48,"Taylor","noGroup",1,782,"1-1999X-52-S",0.5,0
"714",0,"man",714,0,3,"Larsson, Mr. August Viktor","male",29,0,0,"7545",9.4833,"","S",1,9.4833,1,110.4833,0,29,"Larsson","noGroup",0,782,"3-754X-9.4833-S",0.5,0
"715",0,"man",715,0,2,"Greenberg, Mr. Samuel","male",52,0,0,"250647",13,"","S",2,6.5,1,207.5,0,52,"Greenberg","noGroup",0,782,"2-25064X-13-S",0.5,0
"716",0,"man",716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen","male",19,0,0,"348124",7.65,"F G73","S",1,7.65,1,108.65,0,19,"Soholt","noGroup",0,782,"3-34812X-7.65-S",0.5,0
"717",1,"woman",717,1,1,"Endres, Miss. Caroline Louise","female",38,0,0,"PC 17757",227.525,"C45","C",5,45.505,1,346.505,2,38,"Endres","noGroup",1,1,"1-PC 1775X-227.525-C",0.5,2
"718",1,"woman",718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""","female",27,0,0,"34218",10.5,"E101","S",1,10.5,1,211.5,2,27,"Troutt","noGroup",1,1,"2-3421X-10.5-S",0.5,2
"719",0,"man",719,0,3,"McEvoy, Mr. Michael","male",30.1516245487365,0,0,"36568",15.5,"","Q",2,7.75,1,108.75,0,30.1516245487365,"McEvoy","noGroup",0,782,"3-3656X-15.5-Q",0.5,0
"720",0,"man",720,0,3,"Johnson, Mr. Malkolm Joackim","male",33,0,0,"347062",7.775,"","S",1,7.775,1,108.775,0,33,"Johnson","noGroup",0,782,"3-34706X-7.775-S",0.5,0
"721",1,"woman",721,1,2,"Harper, Miss. Annie Jessie ""Nina""","female",6,0,1,"248727",33,"","S",3,11,2,212,1,-6,"Harper","noGroup",1,1,"2-24872X-33-S",0.5,2
"722",0,"man",722,0,3,"Jensen, Mr. Svend Lauritz","male",17,1,0,"350048",7.0542,"","S",1,7.0542,2,108.0542,0,17,"Jensen","noGroup",0,782,"3-35004X-7.0542-S",0.5,0
"723",0,"man",723,0,2,"Gillespie, Mr. William Henry","male",34,0,0,"12233",13,"","S",1,13,1,214,0,34,"Gillespie","noGroup",0,782,"2-1223X-13-S",0.5,0
"724",0,"man",724,0,2,"Hodges, Mr. Henry Price","male",50,0,0,"250643",13,"","S",1,13,1,214,0,50,"Hodges","noGroup",0,782,"2-25064X-13-S",0.5,0
"725",1,"man",725,1,1,"Chambers, Mr. Norman Campbell","male",27,1,0,"113806",53.1,"E8","S",2,26.55,2,327.55,0,27,"Chambers","noGroup",1,782,"1-11380X-53.1-S",0.5,0
"726",0,"man",726,0,3,"Oreskovic, Mr. Luka","male",20,0,0,"315094",8.6625,"","S",1,8.6625,1,109.6625,0,20,"Oreskovic","noGroup",0,782,"3-31509X-8.6625-S",0.5,0
"727",0,"woman",727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",30,3,0,"31027",21,"","S",2,10.5,4,211.5,2,30,"Renouf","noGroup",1,1,"2-3102X-21-S",0.5,2
"728",1,"woman",728,1,3,"Mannion, Miss. Margareth","female",24.063829787234,0,0,"36866",7.7375,"","Q",1,7.7375,1,108.7375,2,24.063829787234,"Mannion","noGroup",1,1,"3-3686X-7.7375-Q",0.5,2
"729",0,"man",729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid","male",25,1,0,"236853",26,"","S",2,13,2,214,0,25,"Bryhl","noGroup",0,782,"2-23685X-26-S",0.5,0
"730",0,"woman",730,0,3,"Ilmakangas, Miss. Pieta Sofia","female",25,1,0,"STON/O2. 3101271",7.925,"","S",1,7.925,2,108.925,2,25,"Ilmakangas","Ilmakangas-3-STON/O2. 310127X-7.925-S",0,2,"3-STON/O2. 310127X-7.925-S",0,1
"731",1,"woman",731,1,1,"Allen, Miss. Elisabeth Walton","female",29,0,0,"24160",211.3375,"B5","S",4,52.834375,1,353.834375,2,29,"Allen","noGroup",1,1,"1-2416X-211.3375-S",0.5,2
"732",0,"man",732,0,3,"Hassan, Mr. Houssein G N","male",11,0,0,"2699",18.7875,"","C",2,9.39375,1,110.39375,1,-11,"Hassan","noGroup",0,782,"3-269X-18.7875-C",0.5,0
"733",0,"man",733,0,2,"Knight, Mr. Robert J","male",30.1516245487365,0,0,"239855",0,"","S",1,0,1,201,0,30.1516245487365,"Knight","noGroup",0,782,"2-23985X-0-S",0.5,0
"734",0,"man",734,0,2,"Berriman, Mr. William John","male",23,0,0,"28425",13,"","S",1,13,1,214,0,23,"Berriman","noGroup",0,782,"2-2842X-13-S",0.5,0
"735",0,"man",735,0,2,"Troupiansky, Mr. Moses Aaron","male",23,0,0,"233639",13,"","S",1,13,1,214,0,23,"Troupiansky","noGroup",0,782,"2-23363X-13-S",0.5,0
"736",0,"man",736,0,3,"Williams, Mr. Leslie","male",28.5,0,0,"54636",16.1,"","S",2,8.05,1,109.05,0,28.5,"Williams","noGroup",0,782,"3-5463X-16.1-S",0.5,0
"737",0,"woman",737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)","female",48,1,3,"W./C. 6608",34.375,"","S",5,6.875,5,107.875,2,48,"Ford","Ford-3-W./C. 660X-34.375-S",0,3,"3-W./C. 660X-34.375-S",0,1
"738",1,"man",738,1,1,"Lesurer, Mr. Gustave J","male",35,0,0,"PC 17755",512.3292,"B101","C",4,128.0823,1,429.0823,0,35,"Lesurer","noGroup",1,782,"1-PC 1775X-512.3292-C",0.5,0
"739",0,"man",739,0,3,"Ivanoff, Mr. Kanio","male",30.1516245487365,0,0,"349201",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Ivanoff","noGroup",0,782,"3-34920X-7.8958-S",0.5,0
"740",0,"man",740,0,3,"Nankoff, Mr. Minko","male",30.1516245487365,0,0,"349218",7.8958,"","S",1,7.8958,1,108.8958,0,30.1516245487365,"Nankoff","noGroup",0,782,"3-34921X-7.8958-S",0.5,0
"741",1,"man",741,1,1,"Hawksford, Mr. Walter James","male",42.0173267326733,0,0,"16988",30,"D45","S",1,30,1,331,0,42.0173267326733,"Hawksford","noGroup",1,782,"1-1698X-30-S",0.5,0
"742",0,"man",742,0,1,"Cavendish, Mr. Tyrell William","male",36,1,0,"19877",78.85,"C46","S",3,26.2833333333333,2,327.283333333333,0,36,"Cavendish","noGroup",0,782,"1-1987X-78.85-S",0.5,0
"743",1,"woman",743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""","female",21,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C",7,37.4821428571429,5,338.482142857143,2,21,"Ryerson","Ryerson-1-PC 1760X-262.375-C",1,4,"1-PC 1760X-262.375-C",1,1
"744",0,"man",744,0,3,"McNamee, Mr. Neal","male",24,1,0,"376566",16.1,"","S",2,8.05,2,109.05,0,24,"McNamee","noGroup",0,782,"3-37656X-16.1-S",0.5,0
"745",1,"man",745,1,3,"Stranden, Mr. Juho","male",31,0,0,"STON/O 2. 3101288",7.925,"","S",1,7.925,1,108.925,0,31,"Stranden","noGroup",1,782,"3-STON/O 2. 310128X-7.925-S",0.5,0
"746",0,"man",746,0,1,"Crosby, Capt. Edward Gifford","male",70,1,1,"WE/P 5735",71,"B22","S",2,35.5,3,336.5,0,70,"Crosby","noGroup",0,782,"1-WE/P 573X-71-S",0.5,0
"747",0,"man",747,0,3,"Abbott, Mr. Rossmore Edward","male",16,1,1,"C.A. 2673",20.25,"","S",3,6.75,3,107.75,0,16,"Abbott","noGroup",0,782,"3-C.A. 267X-20.25-S",0.5,0
"748",1,"woman",748,1,2,"Sinkkonen, Miss. Anna","female",30,0,0,"250648",13,"","S",1,13,1,214,2,30,"Sinkkonen","noGroup",1,1,"2-25064X-13-S",0.5,2
"749",0,"man",749,0,1,"Marvin, Mr. Daniel Warner","male",19,1,0,"113773",53.1,"D30","S",2,26.55,2,327.55,0,19,"Marvin","noGroup",0,782,"1-11377X-53.1-S",0.5,0
"750",0,"man",750,0,3,"Connaghton, Mr. Michael","male",31,0,0,"335097",7.75,"","Q",1,7.75,1,108.75,0,31,"Connaghton","noGroup",0,782,"3-33509X-7.75-Q",0.5,0
"751",1,"woman",751,1,2,"Wells, Miss. Joan","female",4,1,1,"29103",23,"","S",3,7.66666666666667,3,208.666666666667,1,-4,"Wells","Wells-2-2910X-23-S",1,3,"2-2910X-23-S",1,1
"752",1,"boy",752,1,3,"Moor, Master. Meier","male",6,0,1,"392096",12.475,"E121","S",2,6.2375,2,107.2375,1,-6,"Moor","Moor-3-39209X-12.475-S",1,2,"3-39209X-12.475-S",1,1
"753",0,"man",753,0,3,"Vande Velde, Mr. Johannes Joseph","male",33,0,0,"345780",9.5,"","S",1,9.5,1,110.5,0,33,"Vande Velde","noGroup",0,782,"3-34578X-9.5-S",0.5,0
"754",0,"man",754,0,3,"Jonkoff, Mr. Lalio","male",23,0,0,"349204",7.8958,"","S",1,7.8958,1,108.8958,0,23,"Jonkoff","noGroup",0,782,"3-34920X-7.8958-S",0.5,0
